filename,recommender,strategy,config,precision,recall,ndcg,epc,gini,aggregate_diversity
popularity_5_exclude_seen.csv,popularity,exclude_seen,,0.32069716775599133,0.05453220373224091,0.33641263502375385,0.5735932926251683,0.7393675315243944,0.01437908496732026
