filename,recommender,strategy,config,precision,recall,ndcg,epc,gini,aggregate_diversity
random_5_exclude_seen.csv,random,exclude_seen,,0.02178649237472767,0.002186949514733056,0.022204520471987753,0.9432021754147635,0.29027572381609645,0.49106753812636167
