filename,recommender,strategy,config,n_factors,learning_rate,hidden_dims,regularization,epochs,batch_size,precision,recall,ndcg,epc,gini,aggregate_diversity
mlp_5_exclude_seen_f512_lr0p005_hd512-256_reg0p01_ep200_bs4096.csv,mlp,exclude_seen,f512_lr0.005_hd512-256_reg0.01_ep200_bs4096,512,0.005,"(512, 256)",0.01,200,4096,0.0775599128540305,0.0094876947656465,0.078409661749862,0.9086737039578408,0.6805492567397331,0.1281045751633986
mlp_5_exclude_seen_f512_lr0p005_hd256-128-64_reg0p01_ep200_bs4096.csv,mlp,exclude_seen,f512_lr0.005_hd256-128-64_reg0.01_ep200_bs4096,512,0.005,"(256, 128, 64)",0.01,200,4096,0.0771241830065359,0.0071929265054724,0.0746755042888159,0.8982355944616564,0.6607217270746681,0.1198257080610021
mlp_5_exclude_seen_f64_lr0p01_hd256-128_reg0p1_ep30_bs2048.csv,mlp,exclude_seen,f64_lr0.01_hd256-128_reg0.1_ep30_bs2048,64,0.01,"(256, 128)",0.1,30,2048,0.0723311546840958,0.0087562373572847,0.0743251294148774,0.9128170650845469,0.573788774769167,0.1830065359477124
mlp_5_exclude_seen_f64_lr0p01_hd256-128_reg0p1_ep30_bs4096.csv,mlp,exclude_seen,f64_lr0.01_hd256-128_reg0.1_ep30_bs4096,64,0.01,"(256, 128)",0.1,30,4096,0.0714596949891067,0.0086153374744653,0.0773540531553398,0.9119631639624154,0.5977577169481654,0.1760348583877995
mlp_5_exclude_seen_f64_lr0p01_hd256-128_reg0p01_ep30_bs2048.csv,mlp,exclude_seen,f64_lr0.01_hd256-128_reg0.01_ep30_bs2048,64,0.01,"(256, 128)",0.01,30,2048,0.0679738562091503,0.0069084625201737,0.0668810742852354,0.9162317454376592,0.6181041679392423,0.1864923747276688
mlp_5_exclude_seen_f256_lr0p005_hd512-256_reg0p01_ep150_bs4096.csv,mlp,exclude_seen,f256_lr0.005_hd512-256_reg0.01_ep150_bs4096,256,0.005,"(512, 256)",0.01,150,4096,0.0666666666666666,0.0066065168688227,0.0658567991464918,0.9190226343866168,0.6813097866078,0.1315904139433551
mlp_5_exclude_seen_f32_lr0p01_hd256-128_reg0p1_ep30_bs2048.csv,mlp,exclude_seen,f32_lr0.01_hd256-128_reg0.1_ep30_bs2048,32,0.01,"(256, 128)",0.1,30,2048,0.0623093681917211,0.007708977891311,0.062243659033172,0.920969787702992,0.6051277341537709,0.1860566448801743
mlp_5_exclude_seen_f256_lr0p005_hd256-128-64_reg0p01_ep150_bs4096.csv,mlp,exclude_seen,f256_lr0.005_hd256-128-64_reg0.01_ep150_bs4096,256,0.005,"(256, 128, 64)",0.01,150,4096,0.0610021786492374,0.0061817046476999,0.0586081648606277,0.9229261823735032,0.6919982698961937,0.1185185185185185
mlp_5_exclude_seen_f64_lr0p01_hd256-128_reg0p01_ep30_bs4096.csv,mlp,exclude_seen,f64_lr0.01_hd256-128_reg0.01_ep30_bs4096,64,0.01,"(256, 128)",0.01,30,4096,0.0601307189542483,0.0087948474267126,0.0584636364044178,0.930803050571,0.6082519574206036,0.1834422657952069
mlp_5_exclude_seen_f512_lr0p005_hd256-128-64_reg0p01_ep150_bs4096.csv,mlp,exclude_seen,f512_lr0.005_hd256-128-64_reg0.01_ep150_bs4096,512,0.005,"(256, 128, 64)",0.01,150,4096,0.0583877995642701,0.0057251634526202,0.0530334142589401,0.926514600184365,0.7165121730990665,0.1145969498910675
