filename,recommender,strategy,config,n_factors,learning_rate,regularization,epochs,batch_size,n_layers,precision,recall,ndcg,epc,gini,aggregate_diversity
gnn_5_no_filtering_f256_lr0p1_reg0p01_ep50_bs4096_nl2.csv,gnn,no_filtering,f256_lr0.1_reg0.01_ep50_bs4096_nl2,256,0.1,0.01,50,4096,2,0.04156424581005587,0.013516762244799432,0.04136955985106802,0.7842009040445032,0.45160893854748596,0.004469273743016759
gnn_5_no_filtering_f256_lr0p1_reg0p01_ep50_bs4096_nl3.csv,gnn,no_filtering,f256_lr0.1_reg0.01_ep50_bs4096_nl3,256,0.1,0.01,50,4096,3,0.09832402234636871,0.02191720173012729,0.10110165487759121,0.5729158693578676,0.6023687150837989,0.0033519553072625698
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep100_bs2048_nl2.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep100_bs2048_nl2,256,0.1,0.1,100,2048,2,0.09139664804469275,0.020195062431475903,0.0923576016794039,0.5913043478260869,0.0,0.0011173184357541898
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep100_bs2048_nl3.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep100_bs2048_nl3,256,0.1,0.1,100,2048,3,0.09519553072625699,0.0200494379869185,0.09671096026261719,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep100_bs4096_nl2.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep100_bs4096_nl2,256,0.1,0.1,100,4096,2,0.09519553072625699,0.0200494379869185,0.09671096026261719,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep100_bs4096_nl3.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep100_bs4096_nl3,256,0.1,0.1,100,4096,3,0.09519553072625699,0.0200494379869185,0.09656922494866332,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep50_bs2048_nl2.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep50_bs2048_nl2,256,0.1,0.1,50,2048,2,0.09832402234636874,0.021302936780415442,0.09766153015347585,0.576665225092863,0.13486033519553065,0.001340782122905028
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep50_bs2048_nl3.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep50_bs2048_nl3,256,0.1,0.1,50,2048,3,0.09541899441340783,0.020559908344990604,0.100496386520895,0.5660749894844102,0.14960893854748591,0.001340782122905028
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep50_bs4096_nl2.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep50_bs4096_nl2,256,0.1,0.1,50,4096,2,0.09519553072625699,0.0200494379869185,0.09647474554122927,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f256_lr0p1_reg0p1_ep50_bs4096_nl3.csv,gnn,no_filtering,f256_lr0.1_reg0.1_ep50_bs4096_nl3,256,0.1,0.1,50,4096,3,0.09787709497206705,0.018139730849195065,0.09837299548706181,0.5582184517497348,0.0,0.0011173184357541898
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep100_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep100_bs2048_nl2,502,0.001,0.01,100,2048,2,0.045363128491620115,0.007160094532259593,0.04166808121979642,0.7753249169120304,0.7373760075056506,0.1170949720670391
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep100_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep100_bs2048_nl3,502,0.001,0.01,100,2048,3,0.08201117318435755,0.0160183746565752,0.08191968011491782,0.7270764290834553,0.8199900829724638,0.03776536312849162
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep100_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep100_bs4096_nl2,502,0.001,0.01,100,4096,2,0.0670391061452514,0.012778310130277451,0.06552546452784941,0.7590130156341641,0.797189753878617,0.07217877094972067
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep100_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep100_bs4096_nl3,502,0.001,0.01,100,4096,3,0.07798882681564247,0.016407294478257898,0.08014890318318117,0.724274483551248,0.7416648044692737,0.013407821229050279
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep50_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep50_bs2048_nl2,502,0.001,0.01,50,2048,2,0.06793296089385475,0.013711903665602607,0.06749697818029289,0.7493161608322423,0.8254042063752876,0.030391061452513968
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep50_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep50_bs2048_nl3,502,0.001,0.01,50,2048,3,0.05452513966480447,0.013422115325855879,0.05219579108692297,0.8070261912237777,0.7852857756768372,0.01452513966480447
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep50_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep50_bs4096_nl2,502,0.001,0.01,50,4096,2,0.05273743016759777,0.011981034925568016,0.05034245809812186,0.809910839647624,0.8320087442312363,0.030837988826815644
