filename,recommender,strategy,config,precision,recall,ndcg,epc,gini,aggregate_diversity
random_5_no_filtering.csv,random,no_filtering,,0.0,0.0,0.0,0.9972139025733491,0.04249836673301011,0.9554216867469879
